Company_Name,City,Country,Location
Angry Skull Studios,Tucson,United States,Tucson
Another Axiom,Casas Adobes,United States,Tucson
Lunarwood Studios,Tucson,United States,Tucson
Riverman Media,Tucson,United States,Tucson
Running With Scissors,Tucson,United States,Tucson
Abrams Studios,Hamlet,United States,Indianapolis
Basilisk Games,Indianapolis,United States,Indianapolis
Clique Games,Fort Wayne,United States,Indianapolis
colorfiction,Fort Wayne,United States,Indianapolis
Crosscut Games,Indianapolis,United States,Indianapolis
Darkmatter Games,Indianapolis,United States,Indianapolis
Dreamspike Studios,Fort Wayne,United States,Indianapolis
Freehold Games,North Liberty,United States,Indianapolis
igda Indianapolis Charter,Indiapolis,United States,Indianapolis
Lemon Seed Studios,Fort Wayne,United States,Indianapolis
Mommy's Best Games,Charlestown,United States,Indianapolis
Nooner Bear Studio,Avon,United States,Indianapolis
Plow Games,Indianapolis,United States,Indianapolis
Positive Concept Games,Corydon,United States,Indianapolis
Studio Cypher,Bloomington,United States,Indianapolis
Ambitious Games,Marquette,United States,Grand Rapids
Beefy Star Games,Grand Rapids,United States,Grand Rapids
Castle Coast Games,Grand Rapids,United States,Grand Rapids
Dyscordian Entertainment,Grand Rapids,United States,Grand Rapids
Faycrest Studios,Big Rapids,United States,Grand Rapids
Finji,Grand Rapids,United States,Grand Rapids
For Real Games,Rockford,United States,Grand Rapids
Geeta Games,Kalamazoo,United States,Grand Rapids
Husky Games,Houghton,United States,Grand Rapids
Knick-Knack Games,Grand Rapids,United States,Grand Rapids
Protege Games Studios,Grand Rapids,United States,Grand Rapids
Right Stick Studios,Grand Rapids,United States,Grand Rapids
Rightstick Studios,Grand Rapids,United States,Grand Rapids
Treefort Studios,Grand Rapids,United States,Grand Rapids
AfroDuck Studios,Columbus,United States,Columbus
Anuke,Lewis Center,United States,Columbus
Augment Therapy,Chagrin Falls,United States,Columbus
Beawesome Games,Canton,United States,Columbus
Berell,Cincinnati,United States,Columbus
Fletcher Studios,Lakewood,United States,Columbus
Flipline Studios,Cleveland,United States,Columbus
Gylee Games,Cincinnati,United States,Columbus
Lantern Light Studios,Athens,United States,Columbus
Lasso Games,Huntington,United States,Columbus
Lazy Lion Games,Columbus,United States,Columbus
Lifelong Games,Cincinnati,United States,Columbus
Moonroof Studios,Cleveland,United States,Columbus
Multivarious Games,Columbus,United States,Columbus
Nectar Game Studios,Cincinnati,United States,Columbus
Pie for Breakfast Studios,Cleveland,United States,Columbus
Polytundra,Cleveland,United States,Columbus
RxGames,Columbus,United States,Columbus
Snowbright Studio,Cleveland,United States,Columbus
Socent Studios,Cleveland,United States,Columbus
Square Table Games,Kent,United States,Columbus
Studio Zevere,Cleveland,United States,Columbus
Surgical Theater,Beachwood,United States,Columbus
The Central Ohio Gamedev Group (COGG),Columbus,United States,Columbus
Truant Pixel,Dayton,United States,Columbus
WhatIf Sports,Cincinnati,United States,Columbus
Wraith Games,Hamilton,United States,Columbus
Alkonost Team,Belgrade,Serbia,Belgrade
Altfuture,Belgrade,Serbia,Belgrade
Demagog Studio,Belgrade,Serbia,Belgrade
Digital Arrow,Temerin,Serbia,Belgrade
Ebb Software (Kepler Interactive),Belgrade,Serbia,Belgrade
Eipix,Novi Sad,Serbia,Belgrade
Eipix Entertainment,Novi Sad,Serbia,Belgrade
Flat Hill Games,Vrsac,Serbia,Belgrade
Foxy Voxel,Novi Sad,Serbia,Belgrade
GFA Games Studio,Belgrade,Serbia,Belgrade
GravityCode,Nis,Serbia,Belgrade
Hypnohead,Belgrade,Serbia,Belgrade
Lav Games,Belgrade,Serbia,Belgrade
LavGames,Belgrade,Serbia,Belgrade
Moonburnt Studio,Belgrade,Serbia,Belgrade
NeuroBlast Games,Belgrade,Serbia,Belgrade
Nordeus (Take-Two Interactive Software),Belgrade,Serbia,Belgrade
Peaksel,Nis,Serbia,Belgrade
Pet Project Games,Belgrade,Serbia,Belgrade
Serbian Games Association (SGA),Belgrade,Serbia,Belgrade
Sozap,Nis,Serbia,Belgrade
SportSpired Games,Belgrade,Serbia,Belgrade
Superverse Industries,Belgrade,Serbia,Belgrade
Ubisoft Belgrade,Belgrade,Serbia,Belgrade
V5 Play,Kragujevac,Serbia,Belgrade
Wargaming Belgrade,Belgrade,Serbia,Belgrade
Alice Games,Istanbul,Turkey,Istanbul
Alpaka Games,Istanbul,Turkey,Istanbul
Aral Ithalat,Istanbul,Turkey,Istanbul
ArcadeMonk,Istanbul,Turkey,Istanbul
Atom Games,Istanbul,Turkey,Istanbul
Bigger Games,Istanbul,Turkey,Istanbul
Catoptric Games,Istanbul,Turkey,Istanbul
Consala Games,Kadikoy,Turkey,Istanbul
Core Engage Games,Ortakoy,Turkey,Istanbul
Cultic Games,Istanbul,Turkey,Istanbul
DiceHit Games,Istanbul,Turkey,Istanbul
Digitoy Games,Izmir,Turkey,Istanbul
Dream Harvesters,Antalya,Turkey,Istanbul
Ela Game Studio,Izmir,Turkey,Istanbul
Espale Studios,Istanbul,Turkey,Istanbul
Fugo Games,Istanbul,Turkey,Istanbul
Fusee,Istanbul,Turkey,Istanbul
Gamegos,Istanbul,Turkey,Istanbul
Gamester,Istanbul,Turkey,Istanbul
Good Job Games,Istanbul,Turkey,Istanbul
Gorilla Softworks,Izmir,Turkey,Istanbul
Gram Games (Zynga),Istanbul,Turkey,Istanbul
Grand Games,Istanbul,Turkey,Istanbul
HOGO Games,Kocaeli,Turkey,Istanbul
Joygame Publishing,Istanbul,Turkey,Istanbul
Keep Games,Istanbul,Turkey,Istanbul
Kiki Games,Konyaalti,Turkey,Istanbul
Lokum Games (InGame Group),Istanbul,Turkey,Istanbul
Madbyte,Istanbul,Turkey,Istanbul
Madbyte Games (InGame Group),Istanbul,Turkey,Istanbul
Madpoly Game Studio,Izmir,Turkey,Istanbul
Metaphor Games,?zmir,Turkey,Istanbul
Metavision Studio,Istanbul,Turkey,Istanbul
Momentum Digital Media Technologies,Kocaeli,Turkey,Istanbul
Motion Blur,Istanbul,Turkey,Istanbul
NEO AUVRA,Istanbul,Turkey,Istanbul
Nonereal Games,Istanbul,Turkey,Istanbul
Nowhere Studios,Istanbul,Turkey,Istanbul
Nyctophile Studios,Istanbul,Turkey,Istanbul
Oldmoustache Gameworks,Istanbul,Turkey,Istanbul
OyunSt�dyosu,Istanbul,Turkey,Istanbul
Peak Games (Take-Two Interactive Software),Istanbul,Turkey,Istanbul
Permanent Way,Istanbul,Turkey,Istanbul
Phew Phew Games,Istanbul,Turkey,Istanbul
Pine Games,Istanbul,Turkey,Istanbul
Proud Dinosaurs,Istanbul,Turkey,Istanbul
Rollic (Take-Two Interactive),Istanbul,Turkey,Istanbul
Rollic Games (Take-Two Interactive),Istanbul,Turkey,Istanbul
Ruby Games (Rovio),Izmir,Turkey,Istanbul
Shadowfall Game Studios,Istanbul,Turkey,Istanbul
Shadowfall Studios,Istanbul,Turkey,Istanbul
Sirius Games,Istanbul,Turkey,Istanbul
Startgate,Istanbul,Turkey,Istanbul
Surpass Games,Antalya,Turkey,Istanbul
TaleMonster Games,Istanbul,Turkey,Istanbul
Tayfun Tuna,Izmir,Turkey,Istanbul
Utopic,Istanbul,Turkey,Istanbul
Vertigo Games,Istanbul,Turkey,Istanbul
VoctoR Health,Istanbul,Turkey,Istanbul
Wolves Interactive,Istanbul,Turkey,Istanbul
Yeti Game Studio,Istanbul,Turkey,Istanbul
Aesir Interactive,Munich,Germany,Munich
Bonus Level Entertainment,Munich,Germany,Munich
Bulkhead Darkhorse,Munich,Germany,Munich
Chimera Entertainment,Munich,Germany,Munich
Cobalt Lane,Munich,Germany,Munich
CodePEAS,Munich,Germany,Munich
Deep Silver Germany (Koch Media),Planegg,Germany,Munich
Delightex,Munich,Germany,Munich
Digitalmindsoft,Ulm,Germany,Munich
Dionic Software,Munich,Germany,Munich
eXplore Studio,Munich,Germany,Munich
FDG Entertainment,Munich,Germany,Munich
Grimlore Games (THQ Nordic),Munich,Germany,Munich
Hologate,Munich,Germany,Munich
Icebird Studios,Munich,Germany,Munich
Innoactive,Munich,Germany,Munich
Irox Games,Munich,Germany,Munich
L-F Studio,Munich,Germany,Munich
MegaZebra,Munich,Germany,Munich
Mimimi Productions,Munich,Germany,Munich
Mixtvision Games Publishing,Munich,Germany,Munich
Morphicon,Munich,Germany,Munich
Potato Games Studio,Munich,Germany,Munich
Prime Matter (PLAION),Munich,Germany,Munich
Ravenscourt,Planegg,Germany,Munich
Reality Twist,Munich,Germany,Munich
RealmForge Studios,Munich,Germany,Munich
remote control productions,Munich,Germany,Munich
Salmi Games,Munich,Germany,Munich
Schine,Munich,Germany,Munich
SenAm Games,Munich,Germany,Munich
Shin'en Multimedia,Munich,Germany,Munich
Sixteen Tons Entertainment,T�bingen,Germany,Munich
Take 2 Interactive GmbH,Munich,Germany,Munich
Thera Bytes,Munich,Germany,Munich
Thogli Studios,Furstenfeldbruck,Germany,Munich
ThreeDee,Munich,Germany,Munich
Travian Games,Munich,Germany,Munich
Travian Publishing,Munich,Germany,Munich
Vivid Storm Interactive,Fahrenzhausen,Germany,Munich
Welevel,Munich,Germany,Munich
Wolpertinger Games,Munich,Germany,Munich
A Bonfire of Souls,Malaga,Spain,Malaga
AxesInMotion (gamigo Group),Seville,Spain,Malaga
Codemanu,Cadiz,Spain,Malaga
Gatolnary Games,Cabra,Spain,Malaga
Genjoy (Scopely),Seville,Spain,Malaga
HyperMegaPixel,Cordoba,Spain,Malaga
Malapata Studio,Malaga,Spain,Malaga
Megalevel,Cadiz,Spain,Malaga
Odders,Seville,Spain,Malaga
Pixelatto,Malaga,Spain,Malaga
Raptor Claw Games,Seville,Spain,Malaga
Silent Road Games,Malaga,Spain,Malaga
The Game Kitchen,Seville,Spain,Malaga
Video Games Without Borders,Malaga,Spain,Malaga
2nd Player Games,Lima,Peru,Lima
Artigames,Lima,Peru,Lima
Asociacion Peruana de Deportes Electronicos y Videojuegos (APDEV),San Miguel,Peru,Lima
Bamtang Games,Lima,Peru,Lima
Boomware Studio,Lima,Peru,Lima
Dazard Studio,Surquillo,Peru,Lima
Dream Potion Games,Lima,Peru,Lima
FemDevsPeru,Lima,Peru,Lima
igda Peru Chapter,Lima,Peru,Lima
Leap Game Studios,Lima,Peru,Lima
Mr. iO Games,Lima,Peru,Lima
Unforgiven,Lima,Peru,Lima
All4One,Angouleme,France,Bordeaux
Anarkis Gaming,Bordeaux,France,Bordeaux
Assoupi,La Rochelle,France,Bordeaux
Aurora Game Studio,Angouleme,France,Bordeaux
Big Bad Wolf,Bordeaux,France,Bordeaux
Brain Up Studio,Bordeaux,France,Bordeaux
Bulwark Studios,Angouleme,France,Bordeaux
Darenn Keller,Bordeaux,France,Bordeaux
Deepnight Games,Bordeaux,France,Bordeaux
Doot,Landes,France,Bordeaux
Evil Empire Studio,Bordeaux,France,Bordeaux
Goloso Games,Bordeaux,France,Bordeaux
Headbang Club,Bordeaux,France,Bordeaux
Hibernian Workshop,Angouleme,France,Bordeaux
Ludocube,La Rochelle,France,Bordeaux
Nocturne Games,Bordeaux,France,Bordeaux
Nova-box,Bordeaux,France,Bordeaux
Onibi,Bordeaux,France,Bordeaux
ORAGEgames,Bordeaux,France,Bordeaux
pataya,Bordeaux,France,Bordeaux
Pixel Wrappers,Aquitaine,France,Bordeaux
shinypix,Bordeaux,France,Bordeaux
Shiro Games,Bordeaux,France,Bordeaux
Studio Nyx,Angouleme,France,Bordeaux
Sweet Nitro,Bordeaux,France,Bordeaux
The Moon Pirates,Bordeaux,France,Bordeaux
Ubisoft Bordeaux,Bordeaux,France,Bordeaux
Umanimation,Bordeaux,France,Bordeaux
UN JE NE SAIS QUOI,Bordeaux,France,Bordeaux
Aventurine SA,Athens,Greece,Athens
Bandai Namco Entertainment Hellas,Agia Paraskevi,Greece,Athens
Beyond Those Hills,Athens,Greece,Athens
Dionous Games,Athens,Greece,Athens
Dragontale,Athens,Greece,Athens
eNVy Softworks,Patras,Greece,Athens
Eyelead Software,Athens,Greece,Athens
Frozen Lake Games,Athens,Greece,Athens
Game Developers Association Greece (GDA Greece),Athens,Greece,Athens
Gemcraft Games,Glyfada,Greece,Athens
Gortyn Code,Heraklion,Greece,Athens
Happyland Entertainment,Athens,Greece,Athens
Heart State Games,Thessaloniki,Greece,Athens
InterAction Studios,Athens,Greece,Athens
JoyFoundry,Athens,Greece,Athens
Kappa Bits,Athens,Greece,Athens
KickBack,Larissa,Greece,Athens
LazyLand,Piraeus,Greece,Athens
Loresoft,Athens,Greece,Athens
OnSkull,Thessaloniki,Greece,Athens
Pixel Reign,Athens,Greece,Athens
Terahard,Athens,Greece,Athens
Traptics,Athens,Greece,Athens
DivMob,Ho Chi Minh City,Vietnam,Ho Chi Minh City
Glass Egg,Ho Chi Minh City,Vietnam,Ho Chi Minh City
igda Vietnam Chapter,Ho Chi Minh City,Vietnam,Ho Chi Minh City
NOGAME STUDIO,Ho Chi Minh City,Vietnam,Ho Chi Minh City
Pine Entertainment,Ho Chi Minh City,Vietnam,Ho Chi Minh City
Sky Mavis,Ho Chi Minh City,Vietnam,Ho Chi Minh City
TopeBox,Ho Chi Minh City,Vietnam,Ho Chi Minh City
VNG Game Studios,Ho Chi Minh City,Vietnam,Ho Chi Minh City
Batovi Games Studio,Montevideo,Uruguay,Montevideo
Camara Uruguay de Desarrolladores De Videojuegos,Montevideo,Uruguay,Montevideo
Dragon Dropper,Nueva Helvecia,Uruguay,Montevideo
Gameolic,Maldonado,Uruguay,Montevideo
Pincer Games,Punta del Este,Uruguay,Montevideo
Pomelo Games,Montevideo,Uruguay,Montevideo
Rubber Duck Games,Montevideo,Uruguay,Montevideo
Sarnayer,Montevideo,Uruguay,Montevideo
Treeview Studio,Montevideo,Uruguay,Montevideo
Uruguayan Chamber of Video Game Developers (CAVI),Montevideo,Uruguay,Montevideo
Battlestate Games,Saint Petersburg,Russia,Saint Petersburg
Dark Crystal Games,Saint Petersburg,Russia,Saint Petersburg
Ink Stains Games,Saint Petersburg,Russia,Saint Petersburg
JoyBits,Saint Petersburg,Russia,Saint Petersburg
Last Level,Saint Petersburg,Russia,Saint Petersburg
Moon Moose,Saint Petersburg,Russia,Saint Petersburg
NevoSoft,Saint Petersburg,Russia,Saint Petersburg
Reaction Games,Saint Petersburg,Russia,Saint Petersburg
Team Clout,Saint Petersburg,Russia,Saint Petersburg
The Web Production,Saint Petersburg,Russia,Saint Petersburg
TOR Studio,Saint Petersburg,Russia,Saint Petersburg
Uroboros Games,Saint Petersburg,Russia,Saint Petersburg
Tortuga Team,Kaliningrad,Russia,Kaliningrad
SkyRiver Studios,Samara,Russia,Samara
Alawar Cheerdealers,Novosibirsk,Russia,Novosibirsk
Alawar Stargaze,Barnaul,Russia,Novosibirsk
Dekovir Game Studios,Krasnoyarsk,Russia,Novosibirsk
Lemon Squeezy,Novosibirsk,Russia,Novosibirsk
Luxorix Games,Krasnoyarsk,Russia,Novosibirsk
Matryoshka Games,Novosibirsk,Russia,Novosibirsk
Redwood Games,Barnaul,Russia,Novosibirsk
Stereo7 Games,Novosibirsk,Russia,Novosibirsk
Unigine,Tomsk,Russia,Novosibirsk
Yustas Games Studio,Tomsk,Russia,Novosibirsk
Chudo-Yudo Games (Targem Games),Ekaterinburg,Russia,Ekaterinburg
Epsilon Games,Ufa,Russia,Ekaterinburg
RTS Dimon,Chelyabinsk,Russia,Ekaterinburg
Targem Games,Ekaterinburg,Russia,Ekaterinburg
Abstract Digital,Quilpue,Chile,Santiago
AOne Games,Providencia,Chile,Santiago
Drakkar Game Studio,Santiago,Chile,Santiago
Dreams of Heaven Games,Quinta de Tilcoco,Chile,Santiago
Dual Effect,Quilpue,Chile,Santiago
igda Chile Chapter,Santiago,Chile,Santiago
IguanaBee,Santiago,Chile,Santiago
Kemono Games,Santiago,Chile,Santiago
Klonoz,Santiago,Chile,Santiago
Micromoon Bugs,Santiago,Chile,Santiago
Niebla Games,Valparaiso,Chile,Santiago
Octeto Studios,Santiago,Chile,Santiago
Playmestudio,Santiago,Chile,Santiago
Raincup Games,Concon,Chile,Santiago
RAM CANDY,Limache,Chile,Santiago
Rongcon Games,Santiago,Chile,Santiago
Smarto Club,Santiago,Chile,Santiago
Spoonman Games,Santiago,Chile,Santiago
Sudaka Games,Santiago,Chile,Santiago
Tinybytes Games,Santiago,Chile,Santiago
Video Games Chile Videojuegos,Santiago,Chile,Santiago
VideoGames Chile,Santiago,Chile,Santiago
Bitcutter Studios,Regina,Canada,Regina
Bitwad Entertainment,Moose Jaw,Canada,Regina
Cheekynauts Entertainment,Regina,Canada,Regina
Massive Corporation,Regina,Canada,Regina
SaskGameDev,Regina,Canada,Regina
SaskInteractive,Regina,Canada,Regina
Studio MDHR,Regina,Canada,Regina
Gogii Games,Moncton,Canada,Charlottetown
Gogii Games Corp,Moncton,Canada,Charlottetown
Red Crow Studio (Electronic Arts),Charlottetown,Canada,Charlottetown
Videogames PEI (VGPEI),Charlottetown,Canada,Charlottetown
Aquiris Game Studio,Porto Alegre,Brazil,Porto Alegre
Druzina Content,Porto Alegre,Brazil,Porto Alegre
Hermit Crab Games,Porto Alegre,Brazil,Porto Alegre
IMGNATION Studios,Santa Maria,Brazil,Porto Alegre
Izyplay Game Studio,Pelotas,Brazil,Porto Alegre
MiniGoof Studio,Porto Alegre,Brazil,Porto Alegre
Minimol Games,Porto Alegre,Brazil,Porto Alegre
PixelHive,Porto Alegre,Brazil,Porto Alegre
Quiron Games,Campo Bom,Brazil,Porto Alegre
Rockhead Games,Porto Alegre,Brazil,Porto Alegre
aQuadiun,Londrina,Brazil,Londrina
Green Sauce Games,Londrina,Brazil,Londrina
Oniria,Londrina,Brazil,Londrina
9heads Game Studios,Palhoca,Brazil,Florianopolis
Cafundo Creative Studio,Florianopolis,Brazil,Florianopolis
Coffee Addict Studio,Ararangua,Brazil,Florianopolis
Flipstar Studios,Florianopolis,Brazil,Florianopolis
Hoplon,Florianopolis,Brazil,Florianopolis
Maqna Interactive,Florianopolis,Brazil,Florianopolis
Plot Kids,Florianopolis,Brazil,Florianopolis
SkyFox Games,Florianopolis,Brazil,Florianopolis
Fennec Game Studio,Curitiba,Brazil,Curitiba
JoyMasher,Curitiba,Brazil,Curitiba
Sukafu Team,Curitiba,Brazil,Curitiba
Wingeon Game Studios,Curitiba,Brazil,Curitiba
Ansdor,Ipatinga,Brazil,Belo Horizonte
Long Hat House,Belo Horizonte,Brazil,Belo Horizonte
Onrizon,Belo Horizonte,Brazil,Belo Horizonte
Rogue Snail,Belo Horizonte,Brazil,Belo Horizonte
Umbu Games,Belo Horizonte,Brazil,Belo Horizonte
Lumen Games,Aracaju,Brazil,Aracaju
Redhood Games,Aracaju,Brazil,Aracaju
1M Bits Horde,Sao Paulo,Brazil,Sao Paulo
Among Giants,Sao Paulo,Brazil,Sao Paulo
Aurecas,Sao Paulo,Brazil,Sao Paulo
Bandai Namco Entertainment Brazil,Sao Paulo,Brazil,Sao Paulo
Behemutt,Sao Paulo,Brazil,Sao Paulo
Big Green Pillow,Sao Paulo,Brazil,Sao Paulo
Cavylabs,Sao Paulo,Brazil,Sao Paulo
Coffeenauts,Sao Paulo,Brazil,Sao Paulo
Combo Game Studio,Sao Paulo,Brazil,Sao Paulo
Cruel Byte,Sao Paulo,Brazil,Sao Paulo
Digital Synapsis,Sao Jose dos Campos,Brazil,Sao Paulo
Electronic Arts Brazil,Sao Paulo,Brazil,Sao Paulo
Fanatee Games,Sao Paulo,Brazil,Sao Paulo
Fofuuu,Sao Paulo,Brazil,Sao Paulo
Fogo Games,Sao Paulo,Brazil,Sao Paulo
GameBlox Interactive,Sao Paulo,Brazil,Sao Paulo
Gixer Entertainment,Sao Paulo,Brazil,Sao Paulo
igda Campinas Chapter,Campinas,Brazil,Sao Paulo
igda Sorocaba Chapter,Sorocaba,Brazil,Sao Paulo
Ilex Games,Campinas,Brazil,Sao Paulo
Insane Media,Sao Paulo,Brazil,Sao Paulo
Kinship Entertainment,Sao Paulo,Brazil,Sao Paulo
Latam Video Games Federation,Sao Paulo,Brazil,Sao Paulo
Lightmancer Studios,Sao Paulo,Brazil,Sao Paulo
Lunic Games,Santos,Brazil,Sao Paulo
Mad Mimic Interactive,Sao Paulo,Brazil,Sao Paulo
Megajogos (United JOY),Sao Paulo,Brazil,Sao Paulo
MNSTR Studio,Sao Paulo,Brazil,Sao Paulo
Mother Gaia Studio,Bauru,Brazil,Sao Paulo
Muriki Studio,Sao Paulo,Brazil,Sao Paulo
Muve Digital,Sao Carlos,Brazil,Sao Paulo
Orbit Studio,Sao Paulo,Brazil,Sao Paulo
Overtime Studios,Sao Paulo,Brazil,Sao Paulo
Pipa Studios,Sao Paulo,Brazil,Sao Paulo
Pocket Trap,Sao Paulo,Brazil,Sao Paulo
Pulsatrix Studios,Bela Vista,Brazil,Sao Paulo
Push Start,Sao Paulo,Brazil,Sao Paulo
Pushstart Studios,Sao Paulo,Brazil,Sao Paulo
Red Cerberus,Sao Paulo,Brazil,Sao Paulo
Roborar Digital,Piracicabap,Brazil,Sao Paulo
Sad Socket,Sao Paulo,Brazil,Sao Paulo
Sinergia Studios,Paraiso,Brazil,Sao Paulo
Soundgrass Studio,Sao Paulo,Brazil,Sao Paulo
Spcine,Sao Paulo,Brazil,Sao Paulo
Statera Studio,Sao Paulo,Brazil,Sao Paulo
Studio Pixel Punk,Santo Andre,Brazil,Sao Paulo
Sunblack Game Studio,Sao Paulo,Brazil,Sao Paulo
Tapps Games,Sao Paulo,Brazil,Sao Paulo
Too Dark Studios,Sao Paulo,Brazil,Sao Paulo
Ubisoft Sao Paulo,Sao Paulo,Brazil,Sao Paulo
Uzinah Game Studio,Ribeirao Preto,Brazil,Sao Paulo
Vertice Games,Sao Paulo,Brazil,Sao Paulo
VRMonkey,Sao Paulo,Brazil,Sao Paulo
Webcore Games,Sao Paulo,Brazil,Sao Paulo
ZNT Productions,Sao Paulo,Brazil,Sao Paulo
Bologna Game Farm,Bologna,Italy,Veneto
DestinyBit,Ravenna,Italy,Veneto
Gamera Interactive,Padua,Italy,Veneto
Just Funny Games,Imola,Italy,Veneto
Khymeia,Noventa Padovana,Italy,Veneto
Rortos,Verona,Italy,Veneto
Studio Evil,Bologna,Italy,Veneto
Ta2 Games,Trieste,Italy,Veneto
TiconBlu,Bologna,Italy,Veneto
Winter Wolves,Bologna,Italy,Veneto
Chamo Games,Lucca,Italy,Toscana
CINIC Games,Pisa,Italy,Toscana
Commuter Games,Tivoli,Italy,Toscana
LKA,Firenze,Italy,Toscana
Marslit Games,Lucca,Italy,Toscana
Midnite,Cesena,Italy,Toscana
Rednoy,Rome,Italy,Toscana
Sedleo,Pistoia,Italy,Toscana
Innovina Interactive,Genova,Italy,Liguria
Singular Perception,Pieve Ligure,Italy,Liguria
Studio Kiku,Genova,Italy,Liguria
The Space Backyard,Genova,Italy,Liguria
UNAmedia,Genova,Italy,Liguria
Untold Games,Genova,Italy,Liguria
68k Studios,Rome,Italy,Rome
EpochalStorm,Rome,Italy,Rome
Fantastico Studio,Rome,Italy,Rome
Forward Games,Rome,Italy,Rome
Frost Earth Studio,Capriglia Irpina,Italy,Rome
GamePix,Rome,Italy,Rome
GhostShark Games,Rome,Italy,Rome
Haruneko Entertainment,Rome,Italy,Rome
indiegala,Rome,Italy,Rome
Invader Studios,Rome,Italy,Rome
Ivan Venturi Production,Rome,Italy,Rome
Meangrip Studios,Napoli,Italy,Rome
Morbidware,Ciampino,Italy,Rome
Panik Arcade,Ancona,Italy,Rome
Raylight Games,Benevento,Italy,Rome
redBit Games,Rome,Italy,Rome
SpinVector,Benevento,Italy,Rome
Storm in a Teacup,Rome,Italy,Rome
Tealkat Games,Norcia,Italy,Rome
Yonder,Rome,Italy,Rome
Drakkar Dev,Catania,Italy,Sicilia
E-ludo Interactive,Syracuse,Italy,Sicilia
Kid Onion Studio,Catania,Italy,Sicilia
Little Sewing Machine,Catania,Italy,Sicilia
NAPS Team,Messino,Italy,Sicilia
Sylphe Labs,Palermo,Italy,Sicilia
Akaoni Studios,Valencia,Spain,Valencia
Chibig Studios,Valencia,Spain,Valencia
Devilish Games,Villena,Spain,Valencia
Digital Sun Games,Valencia,Spain,Valencia
Hidden Trap,Villarreal,Spain,Valencia
Inverge Studios,Valencia,Spain,Valencia
Nopopo,Valencia,Spain,Valencia
Nukefist,Valencia,Spain,Valencia
Selkie Harbor,Valencia,Spain,Valencia
Shanblue Interactive,Valencia,Spain,Valencia
Tama Games,Valencia,Spain,Valencia
Wild Sphere,Valencia,Spain,Valencia
Atawhai Interactive,Dunedin,New Zealand,Dunedin
Balancing Monkey Games,Dunedin,New Zealand,Dunedin
Catobyte,Frankton,New Zealand,Dunedin
CODE,Dunedin,New Zealand,Dunedin
Deep Field Games,Dunedin,New Zealand,Dunedin
Hyporeal Games,Dunedin,New Zealand,Dunedin
Mune Studio,Dunedin,New Zealand,Dunedin
Runawayplay,Dunedin,New Zealand,Dunedin
Black Lab Games,Leederville,Australia,Perth
Haven Software,Perth,Australia,Perth
Moss Wolf Games,Tuart Hill,Australia,Perth
Tinyware Games,City Beach,Australia,Perth
Unikat,Perth,Australia,Perth
WeatherFell,Perth,Australia,Perth
Aliasworlds Entertainment,Minsk,Belarus,Minsk
Aterdux Entertainment,Minsk,Belarus,Minsk
Game Stream (Wargaming),Minsk,Belarus,Minsk
Neskin,Minsk,Belarus,Minsk
Swag Masha,Minsk,Belarus,Minsk
Vizor Interactive,Minsk,Belarus,Minsk
Beast Burst Entertainment,Sofia,Bulgaria,Sofia
Creative Assembly Sofia,Sofia,Bulgaria,Sofia
DragonFly Studio,Varna,Bulgaria,Sofia
Dreamteck,Sofia,Bulgaria,Sofia
Forty Media OOD,Sofia,Bulgaria,Sofia
Haemimont Games,Sofia,Bulgaria,Sofia
Imperia Online,Sofia,Bulgaria,Sofia
KAMAi MEDIA,Bitola,North Macedonia,Sofia
Kyodai (SOEDESCO),Sofia,Bulgaria,Sofia
Macedonian Game Developers Association (MAGDA),Skopje,North Macedonia,Sofia
PUNCHev Group,Sofia,Bulgaria,Sofia
Rubico Games (PUNCHev Group),Sofia,Bulgaria,Sofia
Snapshot Games,Sofia,Bulgaria,Sofia
Studio Mechka,Sofia,Bulgaria,Sofia
The Sixth Hammer,Sofia,Bulgaria,Sofia
Ubisoft Sofia,Sofia,Bulgaria,Sofia
XS Software,Sofia,Bulgaria,Sofia
Zariba,Varna,Bulgaria,Sofia
ABRAGAMES,Recife,Brazil,Recife
Bombservice,Jo�o Pessoa,Brazil,Recife
Brazil Games,Recife,Brazil,Recife
igda Recife Chapter,Recife,Brazil,Recife
Manifesto Games,Recife,Brazil,Recife
Point N? Sheep,Recife,Brazil,Recife
Game Forest,Vladivostok,Russia,Vladivostok
Black Smoke Studios,Kajaani,Finland,Oulu
Critical Force Entertainment,Kajaani,Finland,Oulu
Fingersoft,Oulu,Finland,Oulu
GameCity Kajaani,Kajaani,Finland,Oulu
Horsefly Games,Kaustinen,Finland,Oulu
Lingon Studios,Vaasa,Finland,Oulu
Ludocraft,Oulu,Finland,Oulu
Platonic Partnership,Vaasa,Finland,Oulu
Plebeian Studio,Oulu,Finland,Oulu
Resistance Games,Oulu,Finland,Oulu
Seven Stars,Kajaani,Finland,Oulu
Team Jolly Roger,Kajaani,Finland,Oulu
VRKiwi,Oulu,Finland,Oulu
1312 Interactive,Hyderabad,India,Hyderabad
2Pi Interactive,Hyderabad,India,Hyderabad
5th Ocean Studios,Hyderabad,India,Hyderabad
AbhiTechGames,Hyderabad,India,Hyderabad
Black March Studios,Dehradun,India,Hyderabad
BornMonkie,Hyderabad,India,Hyderabad
EA Hyderabad (Electronic Arts),Hyderabad,India,Hyderabad
Game Developer Association of India (GDAI),Hyderabad,India,Hyderabad
