Company_Name,City,Country,Location
Eastshade Studios,Bellevue,United States,Seattle
Endeavor One,Seattle,United States,Seattle
Endless Adventures Incorporated,Seattle,United States,Seattle
Epic Seattle,Bellevue,United States,Seattle
Epic Venture Games (Big Fish Games),Seattle,United States,Seattle
Fair Worlds,Seattle,United States,Seattle
Festive Vector,Seattle,United States,Seattle
Fierce Entertainment,Seattle,United States,Seattle
Final Strike Games,Seattle,United States,Seattle
Flowplay,Seattle,United States,Seattle
Folding Star,Seattle,United States,Seattle
Froach Club,Kirkland,United States,Seattle
Galvanic Games,Seattle,United States,Seattle
GameHouse - Seattle,Seattle,United States,Seattle
Games for Love,Lynnwood,United States,Seattle
Giant Army,Seattle,United States,Seattle
Giant Enemy Crab Games,Seattle,United States,Seattle
Gilama Games,Seattle,United States,Seattle
Glass Bottom Games,Port Orchard,United States,Seattle
Gllama Games,Seattle,United States,Seattle
Glumberland,Seattle,United States,Seattle
Grapeshot Games,Kirkland,United States,Seattle
Halo Studios (Xbox Game Studios),Redmond,United States,Seattle
Hardsuit Labs,Seattle,United States,Seattle
Harebrained Schemes,Kirkland,United States,Seattle
Hasbro Games,Renton,United States,Seattle
Hashbang Games,Seattle,United States,Seattle
Hat Hair Games,Kirkland,United States,Seattle
Her Interactive,Bellevue,United States,Seattle
Hidden Path Entertainment,Bellevue,United States,Seattle
Highwire Games,Seattle,United States,Seattle
Holofox Software LLC,Renton,United States,Seattle
Hopoo Games,Seattle,United States,Seattle
House of How,Bothell,United States,Seattle
Hydratac,Seattle,United States,Seattle
Ice Water Games,Seattle,United States,Seattle
igda Seattle Chapter,Seattle,United States,Seattle
Illfonic,Tacoma,United States,Seattle
Imagos Softworks,Seattle,United States,Seattle
IndiMo Labs,Seattle,United States,Seattle
Infinut,Seattle,United States,Seattle
Innersloth,Redmond,United States,Seattle
Ironwood Studios,Seattle,United States,Seattle
Jintronix,Seattle,United States,Seattle
Kooapps,Seattle,United States,Seattle
Leaftail Labs,Seattle,United States,Seattle
Level Headed Games,Seattle,United States,Seattle
2 Ton Studios,Emeryville,United States,San Francisco
2D Boy,San Francisco,United States,San Francisco
2K Games,Novato,United States,San Francisco
31st Union (2K),San Mateo,United States,San Francisco
Absurd Marin,San Rafael,United States,San Francisco
Accel,Palo Alto,United States,San Francisco
Aconite,San Francisco,United States,San Francisco
AdaptedMind,San Francisco,United States,San Francisco
Adventure Lab,San Francisco,United States,San Francisco
Afterburner Studios,San Francisco,United States,San Francisco
Akili Interactive,Larkspur,United States,San Francisco
Alta Reality,San Francisco,United States,San Francisco
Amazon Games,San Francisco,United States,San Francisco
Andreessen Horowitz,Menlo Park,United States,San Francisco
Arbitrum Gaming Ventures,San Francisco,United States,San Francisco
Arc Games,Redwood City,United States,San Francisco
Audacity Games,Danville,United States,San Francisco
AutoAttack Games,Alameda,United States,San Francisco
Aveyond Studios,Mountain View,United States,San Francisco
AviaGames,San Mateo,United States,San Francisco
Ayopa Games,San Francisco,United States,San Francisco
Babeltime US,San Mateo,United States,San Francisco
Bake450,San Francisco,United States,San Francisco
baobab studios,Redwood City,United States,San Francisco
Basket Entertainment,San Francisco,United States,San Francisco
Bazooka Tango,San Mateo,United States,San Francisco
Bebopbee,Union City,United States,San Francisco
BeingAI,Foster City,United States,San Francisco
Benny Schmidt,San Francisco,United States,San Francisco
BetterDemon,San Francisco,United States,San Francisco
Big Run Studios,San Francisco,United States,San Francisco
Big Wolf Games,San Francisco,United States,San Francisco
bigscreen VR,San Francisco,United States,San Francisco
Bipedal Dog,San Jose,United States,San Francisco
Bluembo,San Francisco,United States,San Francisco
Boost VC,San Mateo,United States,San Francisco
Boxtree,San Francisco,United States,San Francisco
Brain Jar Games,San Francisco,United States,San Francisco
Capcom USA,San Francisco,United States,San Francisco
Catalyst Apps,Santa Clara,United States,San Francisco
Choice Provisions,Santa Cruz,United States,San Francisco
Chronic Logic,Santa Cruz,United States,San Francisco
Cicada Games,Concord,United States,San Francisco
Clockwork Labs,San Francisco,United States,San Francisco
Cloud Chamber (2K),Novato,United States,San Francisco
CodeCombat,San Francisco,United States,San Francisco
Cognitive Leap,San Jose,United States,San Francisco
Cold Iron Studios,Santa Clara,United States,San Francisco
Core Loop Games,San Francisco,United States,San Francisco
Cornbilt Games,Mountain View,United States,San Francisco
Crazy Maple Studio,Sunnyvale,United States,San Francisco
Cryptic Sea,Santa Cruz,United States,San Francisco
Cryptic Studios (Perfect World),San Jose,United States,San Francisco
Daruma Games,San Francisco,United States,San Francisco
Day of the Devs,Emeryville,United States,San Francisco
Days of Wonder,Los Altos,United States,San Francisco
de_husk,San Francisco,United States,San Francisco
Decklin's Domain,Vallejo,United States,San Francisco
Deep Silver USA (Koch Media),Larkspur,United States,San Francisco
Denmu,San Francisco,United States,San Francisco
Digital Eclipse,Emeryville,United States,San Francisco
Dim Bulb Games,San Francisco,United States,San Francisco
Discord Inc.,San Francisco,United States,San Francisco
Disruptive Games,Berkeley,United States,San Francisco
Double Black Capital,San Francisco,United States,San Francisco
Double Fine Productions (Xbox Game Studios),San Francisco,United States,San Francisco
Double Loop Games,San Francisco,United States,San Francisco
Downpour Interactive (Facebook),Burlingame,United States,San Francisco
Dramatic Labs,San Rafael,United States,San Francisco
EA Mobile (Electronic Arts),Redwood Shores,United States,San Francisco
Echtra Games (Zynga),San Francisco,United States,San Francisco
Elbow Grease Games,San Francisco,United States,San Francisco
Electronic Arts,Redwood Shores,United States,San Francisco
Elevate Labs,San Francisco,United States,San Francisco
Elsewhere,San Francisco,United States,San Francisco
Episode Interactive,San Francisco,United States,San Francisco
Etherous Games,San Jose,United States,San Francisco
Evil Eye Pictures,San Francisco,United States,San Francisco
Fable Studio,San Francisco,United States,San Francisco
Fifth Column Games,San Francisco,United States,San Francisco
Firebelly Studios,Benecia,United States,San Francisco
Firsthand Technology,San Francisco,United States,San Francisco
Flatter Than Earth,San Francisco,United States,San Francisco
Fluttermind,Oakland,United States,San Francisco
Flying Wisdom Studios,San Francisco,United States,San Francisco
Foo VR,San Francisco,United States,San Francisco
Foretold Studios,San Francisco,United States,San Francisco
Free Range Games,Sausalito,United States,San Francisco
FunCraft,San Francisco,United States,San Francisco
FunMobility,Pleasanton,United States,San Francisco
Funovus,Redwood City,United States,San Francisco
Funplus,San Francisco,United States,San Francisco
AppLovin,Herzliya,Israel,Tel Aviv
Biohex Games,Tel Aviv,Israel,Tel Aviv
Capricia Productions,Jerusalem,Israel,Tel Aviv
Cosmic Void,Tel Aviv,Israel,Tel Aviv
Diet Zribi,Tel Aviv,Israel,Tel Aviv
Gentle Giant,Givatayim,Israel,Tel Aviv
Gentle Giant Games,Tel Aviv,Israel,Tel Aviv
Happy Juice Games,Tel Aviv,Israel,Tel Aviv
IMagine Machine,Tel Aviv,Israel,Tel Aviv
Lineup Games,Tel Aviv,Israel,Tel Aviv
Ludus Games,Herzliya,Israel,Tel Aviv
Mempic Game Studio,Ashdod,Israel,Tel Aviv
Moon Active,Tel Aviv,Israel,Tel Aviv
MOONEE,Tel Aviv,Israel,Tel Aviv
NFX Capital,Herzliya,Israel,Tel Aviv
Nokobot,Rehovot,Israel,Tel Aviv
Plarium,Herzliya,Israel,Tel Aviv
PLAYSTUDIOS,Tel Aviv,Israel,Tel Aviv
Playtika,Tel Aviv,Israel,Tel Aviv
Product Madness Israel (Aristocrat),Herzliya,Israel,Tel Aviv
SciPlay,Tel Aviv,Israel,Tel Aviv
Side-kick,Ramat Gan,Israel,Tel Aviv
SuperPlay,Tel Aviv,Israel,Tel Aviv
Supersonic Games,Tel Aviv,Israel,Tel Aviv
Surgical Science,Tel Aviv,Israel,Tel Aviv
The Digital Games Industry Association in Israel (GameIS),Tel Aviv,Israel,Tel Aviv
Toya,Tel Aviv,Israel,Tel Aviv
TriArts Games,Rosh HaAyin,Israel,Tel Aviv
Upopa Games,Jerusalem,Israel,Tel Aviv
Voodoo,Tel Aviv,Israel,Tel Aviv
WhaleApp,Herzliya,Israel,Tel Aviv
WingsGames,Tel Aviv,Israel,Tel Aviv
XRHealth,Tel Aviv,Israel,Tel Aviv
Chaosmonger Studio,Tallinn,Estonia,Tallinn
Chosen Bun,Tallinn,Estonia,Tallinn
CM Games,Tallinn,Estonia,Tallinn
Creative Mobile,Tallinn,Estonia,Tallinn
DEVGAME,Tallinn,Estonia,Tallinn
Finch Bird Studio,Tallinn,Estonia,Tallinn
Galaxy4Games,Tallinn,Estonia,Tallinn
Gamecan,Parnu,Estonia,Tallinn
Gamedev Estonia,Tallinn,Estonia,Tallinn
GameFounders,Tallinn,Estonia,Tallinn
Goose Minded,Tallinn,Estonia,Tallinn
Hammer & Ravens,Tallinn,Estonia,Tallinn
Limestone Games,Tallinn,Estonia,Tallinn
Mike Klubnika,Tallinn,Estonia,Tallinn
Mister Morris Games,Tallinn,Estonia,Tallinn
Mr. Morris Games,Tallinn,Estonia,Tallinn
NineZyme Entertainment,Tallinn,Estonia,Tallinn
Placeholder Gameworks,Tallinn,Estonia,Tallinn
Rhea Games,Tallinn,Estonia,Tallinn
Tall Troll Games,Tallinn,Estonia,Tallinn
Beetroot Lab,Riga,Latvia,Riga
ColdWild Games,Riga,Latvia,Riga
Darkflow Software,Riga,Latvia,Riga
Estoty,Riga,Latvia,Riga
Fantastic Signals,Riga,Latvia,Riga
Game Insight,Riga,Latvia,Riga
Gaze in Games,Riga,Latvia,Riga
Latvian Game Developers Association (LGDA),Riga,Latvia,Riga
Latvijas Spe?u izstradataju asociacija (LSIA),Riga,Latvia,Riga
MadSword,Riga,Latvia,Riga
NOISE_HUM Studio,Riga,Latvia,Riga
Rocknight Studios,Riga,Latvia,Riga
Alebrije Estudios,Monterrey,Mexico,Monterrey
Salem Electronica,Monterrey,Mexico,Monterrey
We the Force,Saltillo,Mexico,Monterrey
Xibalba Studios,Monterrey,Mexico,Monterrey
Asociacion de Desarrolladores de Videojuegos de Costa Rica (ASODEV Costa Rica),San Jose,Costa Rica,Costa Rica
CanuArts,San Rafael,Costa Rica,Costa Rica
Ceiba Software & Arts,San Jose,Costa Rica,Costa Rica
Fair Play Labs,Zapote,Costa Rica,Costa Rica
Green Lava Studios,Moravia,Costa Rica,Costa Rica
Headless Chicken Games,San Jose,Costa Rica,Costa Rica
igda Costa Rica Chapter,San Jose,Costa Rica,Costa Rica
JGG Log Studio,San Jose,Costa Rica,Costa Rica
JV Interactive,Heredia,Costa Rica,Costa Rica
Ludumify,Alajuela,Costa Rica,Costa Rica
Scout Game Studios,San Jose,Costa Rica,Costa Rica
Sunna Entertainment,San Jose,Costa Rica,Costa Rica
T3AMPO Studio,San Jose,Costa Rica,Costa Rica
Tree Interactive,San Jose,Costa Rica,Costa Rica
TuanisApps,Cartago,Costa Rica,Costa Rica
WOW Emotions,San Jose,Costa Rica,Costa Rica
Blind Squirrel Games Colombia,Manizales,Colombia,Bogota
BWstudios,Medellin,Colombia,Bogota
C2 Game Studio,Medellin,Colombia,Bogota
Colombia Games,Bogota,Colombia,Bogota
Colombian Videogames Association (COVA),Bogota,Colombia,Bogota
Dreams Uncorporated,Bucaramanga,Colombia,Bogota
Efecto Studios,Bogota,Colombia,Bogota
Firestorm Studios,Floridablanca,Colombia,Bogota
igda Colombia Chapter,Bogota,Colombia,Bogota
Jam City,Bogota,Colombia,Bogota
Metablade Studios,Cali,Colombia,Bogota
R-Next,Bogota,Colombia,Bogota
Tamarillo Games,Bogota,Colombia,Bogota
Teravision Games,Bogota,Colombia,Bogota
Csharks Games,Ernakulam,India,Kochi
Dynamic Next,Kochi,India,Kochi
Freakout Games,Palakkadu,India,Kochi
Norian Games,Mavelikara,India,Kochi
Tuttifrutti Games,Kakkanad,India,Kochi
ABI Game Studio,Hanoi,Vietnam,Hanoi
Bagelcode,Hanoi,Vietnam,Hanoi
DeNA Hanoi,Hanoi,Vietnam,Hanoi
Koei Tecmo Vietnam,Hanoi,Vietnam,Hanoi
Vietnam Game Developers Association (VGDA),Hanoi,Vietnam,Hanoi
Avalon Games,Chengdu,China,Chengdu
Dr. Panda Games,Chengdu,China,Chengdu
FireWo Games,Chengdu,China,Chengdu
Gratesca Studio,Chengdu,China,Chengdu
Mechanist Games,Chengdu,China,Chengdu
SenseGames,Chengdu,China,Chengdu
Tap4Fun,Chengdu,China,Chengdu
TiMi Studios (Tencent),Chengdu,China,Chengdu
Ubisoft Chengdu,Chengdu,China,Chengdu
Yiti Games,Chengdu,China,Chengdu
Altermyth,Jakarta,Indonesia,Jakarta
Appxplore (iCandy Interactive),Jakarta,Indonesia,Jakarta
Asociasi Games Indonesia (AGI),Jakarta,Indonesia,Jakarta
Authentic Remixes,Jakarta,Indonesia,Jakarta
Eternal Dream Studio,Bandar Lampung,Indonesia,Jakarta
Fat Raccoon,Jakarta,Indonesia,Jakarta
Freemergency,Jakarta,Indonesia,Jakarta
GRAVITY GAME LINK,Jakarta,Indonesia,Jakarta
Hiscory,Batam,Indonesia,Jakarta
iCandy Interactive,Jakarta,Indonesia,Jakarta
Khayalan Arts,Jakarta,Indonesia,Jakarta
Niji Games,Jakarta,Indonesia,Jakarta
Sanditio Bayu,Jakarta,Indonesia,Jakarta
Stairway Games,Yogyakarta,Indonesia,Jakarta
StellarNull,Yogyakarta,Indonesia,Jakarta
Toge Game Fund Initiative,Karawaci,Indonesia,Jakarta
Toge Productions,Karawaci,Indonesia,Jakarta
Touchten Games,Jakarta,Indonesia,Jakarta
Twin Hearts,Yogyakarta,Indonesia,Jakarta
Wawa Games,Jakarta,Indonesia,Jakarta
Zepetto,Jakarta,Indonesia,Jakarta
Black Salt Games,Christchurch,New Zealand,Christchurch
CerebralFix,Christchurch,New Zealand,Christchurch
Cloudfire Studios,Christchurch,New Zealand,Christchurch
Digital Confectioners,Christchurch,New Zealand,Christchurch
Fnife Games,Christchurch,New Zealand,Christchurch
It's Anecdotal,Christchurch,New Zealand,Christchurch
KraiSoft Entertainment,Christchurch,New Zealand,Christchurch
Whistling Wizard,Christchurch,New Zealand,Christchurch
XR Games,Christchurch,New Zealand,Christchurch
BiMonocle Games,Saskatoon,Canada,Saskatoon
Foolish Mortals Games,Saskatoon,Canada,Saskatoon
Loot Fox Games,Saskatoon,Canada,Saskatoon
Luxsonic,Saskatoon,Canada,Saskatoon
Melcher Studios,Saskatoon,Canada,Saskatoon
Moonlit Works,Saskatoon,Canada,Saskatoon
Noodlecake Studios,Saskatoon,Canada,Saskatoon
Albuquerque Game Developers Guild,Albuquerque,United States,Albuquerque
Dark Machine Games,Santa Fe,United States,Albuquerque
Dog Eat Dog Games,Albuquerque,United States,Albuquerque
Nimbly Games,Las Cruces,United States,Albuquerque
Silk Softworks,Albuquerque,United States,Albuquerque
SoulBlade Studio,Albuquerque,United States,Albuquerque
Subliminal,Albuquerque,United States,Albuquerque
1 Simple Game,Zapopan,Mexico,Guadalajara
2D Nutz,Guadalajara,Mexico,Guadalajara
Age of Learning,Guadalajara,Mexico,Guadalajara
Amber,Guadalajara,Mexico,Guadalajara
Ansimuz Games,Guadalajara,Mexico,Guadalajara
Bearboy Studios,Tepic,Mexico,Guadalajara
Carbon Machina,Guadalajara,Mexico,Guadalajara
Feline Arts,Guadalajara,Mexico,Guadalajara
Focka Games,Guadalajara,Mexico,Guadalajara
Game Coder Studios,Guanajuato,Mexico,Guadalajara
GameCoder Studios,Leon,Mexico,Guadalajara
Halberd Studios,Zapopan,Mexico,Guadalajara
Karaokulta,Guadalajara,Mexico,Guadalajara
Kaxan Games,Guadalajara,Mexico,Guadalajara
Larva Game Studios,Guadalajara,Mexico,Guadalajara
Magic Leap,Guadalajara,Mexico,Guadalajara
Merlino Games,Guadalajara,Mexico,Guadalajara
Neverending Games,Zapopan,Mexico,Guadalajara
Novemtails,Guadalajara,Mexico,Guadalajara
Ogre Pixel,Aguascalientes,Mexico,Guadalajara
Tres Pixeles,San Luis Potosi,Mexico,Guadalajara
2401 Studios,Guatemala City,Guatemala,Guatemala
igda Guatemala Chapter,Guatemala City,Guatemala,Guatemala
Selva Interactive,Guatemala City,Guatemala,Guatemala
Aruma Studios,A Coruna,Spain,A Coruna
Madruga Works,A Coruna,Spain,A Coruna
4A Games (Embracer Group),Sliema,Malta,Malta
Ancient Gaming,San Giljan,Malta,Malta
Anvil Game Studios,Paola,Malta,Malta
Bigpoint (Yoozoo),Gzira,Malta,Malta
Dorado Games,Valletta,Malta,Malta
Draw & Code,Gzira,Malta,Malta
Exient,Floriana,Malta,Malta
FRVR,Naxxar,Malta,Malta
G5 Entertainment,Swieqi,Malta,Malta
GamingMalta,Zejtun,Malta,Malta
igda Malta Chapter,Gzira,Malta,Malta
King.com (Activision),Gzira,Malta,Malta
Midow Studios,Haz-Zebbug,Malta,Malta
Play On Words Studios,Sliema,Malta,Malta
PlayMagic,Sliema,Malta,Malta
PolyCrunch Games,Santa Venera,Malta,Malta
Yourun Ltd,San Gwann,Malta,Malta
Beelabs,Amman,Jordan,Amman
Jordan Gaming Lab,Amman,Jordan,Amman
KufiTech Ventures,Amman,Jordan,Amman
Maysalward,Amman,Jordan,Amman
Play 3arabi,Amman,Jordan,Amman
Quirkat,Amman,Jordan,Amman
RABABA Games,Amman,Jordan,Amman
Rababa Gaming,Amman,Jordan,Amman
Stillfront Group,Amman,Jordan,Amman
Tamatem Games,Amman,Jordan,Amman
Unicoders,Amman,Jordan,Amman
Blazingfall Game Studio,Tehran,Iran,Tehran
Bobardo,Mashhad,Iran,Tehran
eWalk Entertainments,Tehran,Iran,Tehran
Incytel,Tehran,Iran,Tehran
Iran Computer and Video Games Foundation,Tehran,Iran,Tehran
Iran National Foundation of Computer Game,Tehran,Iran,Tehran
KMSGames,Tehran,Iran,Tehran
LeanGo,Tehran,Iran,Tehran
Narin Games,Tehran,Iran,Tehran
Noa Games,Tehran,Iran,Tehran
Ordibehesht Studio,Tehran,Iran,Tehran
Sourena Game Studio,Tehran,Iran,Tehran
TOD Game Studio,Tehran,Iran,Tehran
Trixmen Studios,Tehran,Iran,Tehran
Turned On Digital,Tehran,Iran,Tehran
Astrotale Games,Sarajevo,Bosnia & Herzegovina,Sarajevo
Gate21 (THQ Nordic),Sarajevo,Bosnia & Herzegovina,Sarajevo
Mad Head Games,Sarajevo,Bosnia & Herzegovina,Sarajevo
Anawiki Games,Stargard Szczecinski,Poland,Gdansk
Blue Sunset Games,Gdansk,Poland,Gdansk
Boombit,Gdansk,Poland,Gdansk
ByteBarrel,Gdansk,Poland,Gdansk
Dark Jay Studio,Gdansk,Poland,Gdansk
Electric Succubi,Wejherowski,Poland,Gdansk
Forever Entertainment,Gdynia,Poland,Gdansk
Huuuge Games,Szczecin,Poland,Gdansk
Mechanistry,Gdansk,Poland,Gdansk
Moonmana,Gdansk,Poland,Gdansk
Nawia Games,Gdansk,Poland,Gdansk
Playsoft Games,Gdansk,Poland,Gdansk
PlayWay,Koszalin,Poland,Gdansk
Product Madness Poland (Aristocrat),Gdansk,Poland,Gdansk
Sad Cat Studios,Gdansk,Poland,Gdansk
Slavic Magic,Gdansk,Poland,Gdansk
Vixa Games,Gdansk,Poland,Gdansk
3DIVISION,Kosice,Slovakia,Kosice
Brozef,Presov,Slovakia,Kosice
Cypronia,Michalovce,Slovakia,Kosice
Eastworks,Kosice,Slovakia,Kosice
Fishcow Studio,Kosice,Slovakia,Kosice
Functu,Presov,Slovakia,Kosice
Games Farm,Kosice,Slovakia,Kosice
Grindstone,Kosice,Slovakia,Kosice
InLogic Software,Kosice,Slovakia,Kosice
Matsuko,Kosice,Slovakia,Kosice
Rembrosoft,Kosice,Slovakia,Kosice
Superstructure Games,Kosice,Slovakia,Kosice
Triple Hill Interactive,Kosice,Slovakia,Kosice
Painted Black Games,Dnipro,Ukraine,Dnipro
Frostwood Interactive,Panaji,India,Goa
imissmyfriends.studio,North Goa,India,Goa
Agate,Bandung,Indonesia,Bandung
Akal Interaktif,Bandung,Indonesia,Bandung
Arsanesia,Bandung,Indonesia,Bandung
Digital Happiness,Bandung,Indonesia,Bandung
Ekuator Games (Agate),Bandung,Indonesia,Bandung
Fajrul FN,Bandung,Indonesia,Bandung
Indigo Game Startup Incubation,Bandung,Indonesia,Bandung
Lentera Nusantara Studio,Bandung,Indonesia,Bandung
MassHive Media,Bandung,Indonesia,Bandung
Menara Games,Bandung,Indonesia,Bandung
Nightspade,Bandung,Indonesia,Bandung
Own Games,Bandung,Indonesia,Bandung
Separuh Interactive,Bandung,Indonesia,Bandung
Voids Within,Badung Regency,Indonesia,Bandung
Aksara Studio,Surabaya,Indonesia,Surabaya
Educa Studio,Salatiga,Indonesia,Surabaya
Mojiken Studio,Surabaya,Indonesia,Surabaya
Tahoe Games,Kediri,Indonesia,Surabaya
Clockwork Acorn,Cape Town,South Africa,Cape Town
Interactive Entertainment Industry in South Africa (IESA),Cape Town,South Africa,Cape Town
Nifty Llama Games,Cape Town,South Africa,Cape Town
Sea Monster,Cape Town,South Africa,Cape Town
Sea Monster Entertainment,Cape Town,South Africa,Cape Town
Sozo Labs,Stellenbosch,South Africa,Cape Town
Team Lazerbeam,Cape Town,South Africa,Cape Town
Unsigned Double Collective,Cape Town,South Africa,Cape Town
Yellow Lab Games (Reforged Studios),Cape Town,South Africa,Cape Town
Arimac Digital,Colombo,Sri Lanka,Colombo
Motion Miracles,Colombo,Sri Lanka,Colombo
Alhajillo Interactive,Quito,Ecuador,Quito
Blue Lizard Games,Quito,Ecuador,Quito
Diablo Huma Studio,Quito,Ecuador,Quito
Studio High Ground,Quito,Ecuador,Quito
Weveana,Quito,Ecuador,Quito
Yakuza Pixel,Quito,Ecuador,Quito
Aratog Games,Odesa,Ukraine,Odesa
Arrible,Odesa,Ukraine,Odesa
ArtDock,Chisinau,Moldova,Odesa
Mediacor,Chisinau,Moldova,Odesa
Midnight.Works,Chisinau,Moldova,Odesa
Nordcurrent,Odesa,Ukraine,Odesa
Simpals,Chisinau,Moldova,Odesa
VOKI Games,Odesa,Ukraine,Odesa
Zedarus Games,Odesa,Ukraine,Odesa
Game.EUS,Vitoria-Gasteiz,Spain,Bilbao
GECKODERS Games,Pamplona,Spain,Bilbao
MainLoop Games,Bilbao,Spain,Bilbao
Nexxyo Labs,Tajonar,Spain,Bilbao
Praenaris,Donostia,Spain,Bilbao
Raitalaika Games,Villaquilambre,Spain,Bilbao
Ratalaika Games,Leon,Spain,Bilbao
Studio Zomorro,Irun,Spain,Bilbao
WiMi5,Bilbao,Spain,Bilbao
Zomorro Studio,Irun,Spain,Bilbao
DeNA Niigata,Niigata,Japan,Niigata
Kotoriyama,Fukushima,Japan,Niigata
Lonekite Games,Kurihara,Japan,Niigata
Bacon Bandit Games,Winnipeg,Canada,Winnipeg
Complex Games,Winnipeg,Canada,Winnipeg
FlightyFelon Games,Winnipeg,Canada,Winnipeg
igda Winnipeg Chapter,Winnipeg,Canada,Winnipeg
Infinite Ammo,Winnipeg,Canada,Winnipeg
Kaiclavier,Winnipeg,Canada,Winnipeg
New Media Manitoba,Winnipeg,Canada,Winnipeg
Project Whitecard,Winnipeg,Canada,Winnipeg
Tactica Interactive,Winnipeg,Canada,Winnipeg
Ubisoft Winnipeg,Winnipeg,Canada,Winnipeg
Winnipeg Game Collective,Winnipeg,Canada,Winnipeg
Zenfri,Winnipeg,Canada,Winnipeg
After Hours: Game Developers,Huntsville,United States,Huntsville
Army Game Studio,Huntsville,United States,Huntsville
igda Hunstville Chapter,Huntsville,United States,Huntsville
indie.io,Huntsville,United States,Huntsville
Caramel Tech Studios,Lahore,Pakistan,Lahore
Cloudcade,Lahore,Pakistan,Lahore
Finz Games,Lahore,Pakistan,Lahore
FRAG Games,Lahore,Pakistan,Lahore
Guava Slice Games,Islamabad,Pakistan,Lahore
Mindstorm Studios,Lahore,Pakistan,Lahore
Pakistan Software Export Board (PSEB),Islamabad,Pakistan,Lahore
Rat Studio,Islamabad,Pakistan,Lahore
Tintash,Lahore,Pakistan,Lahore
Turbo Labz,Lahore,Pakistan,Lahore
Africacomicade,Lagos,Nigeria,Lagos
Avena Interactive,Lagos,Nigeria,Lagos
Blue Portal,Lagos,Nigeria,Lagos
Dash Studios,Lagos,Nigeria,Lagos
Fer Factor,Lagos,Nigeria,Lagos
Gamsole,Lagos,Nigeria,Lagos
Gbrossoft,Lagos,Nigeria,Lagos
Imisi3D,Lagos,Nigeria,Lagos
Kucheza Gaming,Lagos,Nigeria,Lagos
Raven Illusion Studio,Lagos,Nigeria,Lagos
Frogdice,Lexington,United States,Lexington
fufroom,Louisville,United States,Lexington
Gun Media Holdings,Lexington,United States,Lexington
Hitcents,Bowling Green,United States,Lexington
IceVayne Games,Louisville,United States,Lexington
JoyFlow Games,Louisville,United States,Lexington
Louisville Makes Games,Louisville,United States,Lexington
Morningstar Game Studio,Bowling Green,United States,Lexington
RalphVR,Lexington,United States,Lexington
RunJumpDev,Lexington,United States,Lexington
Seedy Eye,Owensboro,United States,Lexington
Super Soul,Lexington,United States,Lexington
SuperSoul,Lexington,United States,Lexington
Bad Rhino Games,Kansas City,United States,Kansas City
Dancing Dragon Games,Kansas City,United States,Kansas City
Flyover Indies,Kansas City,United States,Kansas City
Jasozz Games,Manhattan,United States,Kansas City
Makefully,Kansas City,United States,Kansas City
Mischief,Lawrence,United States,Kansas City
Pixelscopic,Purdy,United States,Kansas City
Something Classic Games,Topeka,United States,Kansas City
Ariton,Nashville,United States,Nashville
Bounding Box Software,Memphis,United States,Nashville
Digital Hero Games,Nashville,United States,Nashville
Digital Precept,Memphis,United States,Nashville
Dubit,Nashville,United States,Nashville
Duonix Studios,Nashville,United States,Nashville
Immersive Health Group,Nashville,United States,Nashville
Innerworld,Nashville,United States,Nashville
IV Studio,Nashville,United States,Nashville
Memphis Game Developers,Memphis,United States,Nashville
Nashville Game Developers,Nashville,United States,Nashville
RealizedCare,Nashville,United States,Nashville
Sealost Interactive,Knoxville,United States,Nashville
Traega Entertainment,Nashville,United States,Nashville
Turning Wheel,Thompsons Station,United States,Nashville
Celsius Game Studio,St. Johns,Canada,Saint Johns
Game Developers of Newfoundland and Labrador (GDNL),St. Johns,Canada,Saint Johns
Gord Games,St. Johns,Canada,Saint Johns
Initus Interactive,St. Johns,Canada,Saint Johns
Other Ocean Interactive,St. Johns,Canada,Saint Johns
Studio Aurum,St. Johns,Canada,Saint Johns
101XP,Nicosia,Cyprus,Cyprus
AB Games,Limassol,Cyprus,Cyprus
Amrita Studio,Rowye,Cyprus,Cyprus
AppQuantum,Limassol,Cyprus,Cyprus
Artstorm,Limassol,Cyprus,Cyprus
Ascanio,Nicosia,Cyprus,Cyprus
AtentGames,Nicosia,Cyprus,Cyprus
Awem Games,Paphos,Cyprus,Cyprus
BIT.GAMES,Limassol,Cyprus,Cyprus
Chillbase,Nicosia,Cyprus,Cyprus
Colossi Games,Limassol,Cyprus,Cyprus
Critical Reflex,Nicosia,Cyprus,Cyprus
DEUSCRAFT,Limassol,Cyprus,Cyprus
Domini Games,Limassol,Cyprus,Cyprus
Ducky,Limassol,Cyprus,Cyprus
Easybrain (Miniclip),Limassol,Cyprus,Cyprus
Emotion Spark Studio,Nicosia,Cyprus,Cyprus
Eschatology Entertainment,Nicosia,Cyprus,Cyprus
ESDigital Games,Limassol,Cyprus,Cyprus
Game Gears (GDEV),Limassol,Cyprus,Cyprus
GDEV,Limassol,Cyprus,Cyprus
Green Grey Holding,Limassol,Cyprus,Cyprus
Guli Games,Nicosia,Cyprus,Cyprus
HeroCraft,Nicosia,Cyprus,Cyprus
HolyDay Studios,Nicosia,Cyprus,Cyprus
Hot Siberians,Limassol,Cyprus,Cyprus
Hyperhug,Limassol,Cyprus,Cyprus
HypeTrain Digital,Nicosia,Cyprus,Cyprus
Light Hour Games (GDEV),Limassol,Cyprus,Cyprus
